Date,Adj Close,Close,High,Low,Open,Volume
2020-01-10,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.04600000008940697,0.04899999871850014,426657
2020-01-13,0.05400000140070915,0.05400000140070915,0.05400000140070915,0.050999999046325684,0.050999999046325684,265000
2020-01-14,0.05000000074505806,0.05000000074505806,0.050999999046325684,0.05000000074505806,0.050999999046325684,315094
2020-01-15,0.04899999871850014,0.04899999871850014,0.04899999871850014,0.04899999871850014,0.04899999871850014,44985
2020-01-16,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806,436512
2020-01-17,0.04800000041723251,0.04800000041723251,0.05000000074505806,0.04800000041723251,0.05000000074505806,145015
2020-01-20,0.050999999046325684,0.050999999046325684,0.050999999046325684,0.04500000178813934,0.04899999871850014,1047327
2020-01-21,0.04800000041723251,0.04800000041723251,0.052000001072883606,0.04800000041723251,0.050999999046325684,410000
2020-01-22,0.04899999871850014,0.04899999871850014,0.05000000074505806,0.04899999871850014,0.04899999871850014,112925
2020-01-23,0.04899999871850014,0.04899999871850014,0.04899999871850014,0.04899999871850014,0.04899999871850014,6000
2020-01-24,0.04899999871850014,0.04899999871850014,0.04899999871850014,0.04899999871850014,0.04899999871850014,0
2020-01-28,0.04899999871850014,0.04899999871850014,0.04899999871850014,0.04899999871850014,0.04899999871850014,0
2020-01-29,0.04500000178813934,0.04500000178813934,0.04800000041723251,0.04500000178813934,0.04800000041723251,278427
2020-01-30,0.04699999839067459,0.04699999839067459,0.04699999839067459,0.04600000008940697,0.04600000008940697,354917
2020-01-31,0.04800000041723251,0.04800000041723251,0.04800000041723251,0.04699999839067459,0.04699999839067459,93250
2020-02-03,0.04500000178813934,0.04500000178813934,0.04800000041723251,0.04500000178813934,0.04800000041723251,93177
2020-02-04,0.041999999433755875,0.041999999433755875,0.0430000014603138,0.041999999433755875,0.041999999433755875,191443
2020-02-05,0.0430000014603138,0.0430000014603138,0.0430000014603138,0.0430000014603138,0.0430000014603138,56812
2020-02-06,0.041999999433755875,0.041999999433755875,0.04399999976158142,0.041999999433755875,0.04399999976158142,37000
2020-02-07,0.041999999433755875,0.041999999433755875,0.0430000014603138,0.03999999910593033,0.041999999433755875,226279
2020-02-10,0.03999999910593033,0.03999999910593033,0.04100000113248825,0.03999999910593033,0.04100000113248825,128441
2020-02-11,0.04500000178813934,0.04500000178813934,0.04500000178813934,0.04100000113248825,0.04100000113248825,17000
2020-02-12,0.04600000008940697,0.04600000008940697,0.04600000008940697,0.04600000008940697,0.04600000008940697,11521
2020-02-13,0.04800000041723251,0.04800000041723251,0.04800000041723251,0.04500000178813934,0.04699999839067459,345022
2020-02-14,0.04600000008940697,0.04600000008940697,0.04600000008940697,0.04600000008940697,0.04600000008940697,35841
2020-02-17,0.04500000178813934,0.04500000178813934,0.04600000008940697,0.04500000178813934,0.04600000008940697,425497
2020-02-18,0.04500000178813934,0.04500000178813934,0.04500000178813934,0.04500000178813934,0.04500000178813934,0
