Date,Adj Close,Close,High,Low,Open,Volume
2019-10-22,0.36500000953674316,0.36500000953674316,0.3700000047683716,0.36500000953674316,0.3700000047683716,22166
2019-10-23,0.3449999988079071,0.3449999988079071,0.36000001430511475,0.3449999988079071,0.36000001430511475,42781
2019-10-24,0.35499998927116394,0.35499998927116394,0.35499998927116394,0.3499999940395355,0.3499999940395355,27226
2019-10-25,0.38999998569488525,0.38999998569488525,0.4000000059604645,0.36500000953674316,0.36500000953674316,354870
2019-10-28,0.36000001430511475,0.36000001430511475,0.36000001430511475,0.36000001430511475,0.36000001430511475,1138
2019-10-29,0.35499998927116394,0.35499998927116394,0.36000001430511475,0.35499998927116394,0.36000001430511475,10200
2019-10-30,0.3449999988079071,0.3449999988079071,0.36000001430511475,0.3449999988079071,0.36000001430511475,60700
2019-10-31,0.3449999988079071,0.3449999988079071,0.3449999988079071,0.3449999988079071,0.3449999988079071,3251178
2019-11-01,0.3449999988079071,0.3449999988079071,0.3449999988079071,0.3449999988079071,0.3449999988079071,67325
2019-11-04,0.3449999988079071,0.3449999988079071,0.3449999988079071,0.3449999988079071,0.3449999988079071,0
2019-11-05,0.3700000047683716,0.3700000047683716,0.38499999046325684,0.3700000047683716,0.38499999046325684,13094
2019-11-06,0.375,0.375,0.375,0.375,0.375,5000
2019-11-07,0.38499999046325684,0.38499999046325684,0.38499999046325684,0.38499999046325684,0.38499999046325684,7106
2019-11-08,0.4050000011920929,0.4050000011920929,0.4050000011920929,0.4000000059604645,0.4000000059604645,22396
2019-11-11,0.38499999046325684,0.38499999046325684,0.38499999046325684,0.38499999046325684,0.38499999046325684,17993
2019-11-12,0.38499999046325684,0.38499999046325684,0.38499999046325684,0.38499999046325684,0.38499999046325684,0
2019-11-13,0.38499999046325684,0.38499999046325684,0.38499999046325684,0.38499999046325684,0.38499999046325684,10000
2019-11-14,0.4099999964237213,0.4099999964237213,0.4099999964237213,0.38999998569488525,0.38999998569488525,47615
2019-11-15,0.4050000011920929,0.4050000011920929,0.4050000011920929,0.38499999046325684,0.38999998569488525,7862
2019-11-18,0.4050000011920929,0.4050000011920929,0.4050000011920929,0.4050000011920929,0.4050000011920929,0
2019-11-19,0.3799999952316284,0.3799999952316284,0.38499999046325684,0.3799999952316284,0.38499999046325684,34339
2019-11-20,0.38499999046325684,0.38499999046325684,0.38499999046325684,0.38499999046325684,0.38499999046325684,20600
2019-11-21,0.38499999046325684,0.38499999046325684,0.38499999046325684,0.38499999046325684,0.38499999046325684,0
2019-11-22,0.39500001072883606,0.39500001072883606,0.4000000059604645,0.38999998569488525,0.38999998569488525,32674
2019-11-25,0.4000000059604645,0.4000000059604645,0.4000000059604645,0.4000000059604645,0.4000000059604645,13183
2019-11-26,0.4050000011920929,0.4050000011920929,0.4050000011920929,0.4050000011920929,0.4050000011920929,13039
